Molecule ChEMBL ID,Smiles,Standard Value,pIC50,Mol,MolWt,LogP,HDonors,HAcceptors
CHEMBL5283592,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CO)[C@@H]1C[C@@H](O)C2=O,799834.26,3.096999997288913,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB4DD0>,318.41300000000007,2.0306,2,4
CHEMBL5281733,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](O)C[C@@H]12,3999.45,5.397999728269116,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB4E40>,288.43100000000004,3.8792000000000026,1,2
CHEMBL5268832,C[C@]12CC[C@H]3[C@@H](CCC4C(=O)[C@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,3899.42,5.408999985161117,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB4EB0>,306.446,2.929900000000002,2,3
CHEMBL3752149,C[C@]12CCCCC1=CC(=O)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,2301.44,5.638000342954921,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB4F20>,286.415,4.087400000000003,0,2
CHEMBL5284198,C[C@]12C=C(CCc3ccccc3)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,2570.4,5.589999287456538,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB4F90>,388.5510000000003,5.866400000000006,0,2
CHEMBL3753611,C[C@]12C=C(CCCc3ccccc3)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,144.88,6.838991562693998,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5000>,402.57800000000026,6.256500000000006,0,2
CHEMBL5274299,C[C@]12CCC(=O)C=C1C(=O)[C@@H](O)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,10990.06,4.958999936548504,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5070>,316.3970000000001,2.2371999999999996,1,4
CHEMBL26543,Nc1ccc(C23CC(C2)C(=O)NC3=O)cc1,0.95,9.022276394711152,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB50E0>,216.24,0.5729999999999997,2,3
CHEMBL1209694,CC(C)OCC1n2cncc2CN([C@@H](C)c2ccc(Cl)cc2)S1(=O)=O,23.0,7.638272163982407,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5150>,383.90100000000007,3.3667000000000025,0,4
CHEMBL1939540,c1ccc2cc(-c3nsc(-c4ccc5ccccc5c4)n3)ccc2c1,15.8,7.801342913045577,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB51C0>,338.43500000000006,6.178500000000004,0,3
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,67.8,7.168770306132937,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5230>,228.247,2.9738000000000016,3,3
CHEMBL1939532,Clc1cccc(-c2nsc(-c3cccc(Cl)c3Cl)n2)c1Cl,50000.0,4.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB52A0>,376.095,6.485700000000001,0,3
CHEMBL1939542,Cc1ccc(Cl)cc1-c1nsc(-c2cc(Cl)ccc2C)n1,50000.0,4.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5310>,335.25900000000007,5.795740000000004,0,3
CHEMBL1939542,Cc1ccc(Cl)cc1-c1nsc(-c2cc(Cl)ccc2C)n1,22.0,7.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5380>,335.25900000000007,5.795740000000004,0,3
CHEMBL1601919,c1ccc(-c2nc(-c3cccnc3)cs2)cc1,63.38,7.198047765145718,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB53F0>,238.31500000000003,3.8721000000000014,0,3
CHEMBL309490,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,100000.0,4.0,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5460>,270.24,2.576800000000001,3,5
CHEMBL5291490,COc1ccc(/C=C2/C[C@H]3[C@@H]4CC[C@H]5C[C@@H](OC(=O)C(F)(F)F)CC[C@]5(C)[C@H]4CC[C@]3(C)C2=O)cc1,6998.42,5.154999997519168,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB54D0>,504.5890000000003,6.774400000000006,0,4
CHEMBL5286151,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C3=NN[C@H](c4ccccc4)[C@H]3C[C@@H]12,3013.01,5.520999426926838,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5540>,386.5390000000001,5.220900000000006,1,3
CHEMBL5281951,COc1ccc([C@@H]2[C@H]3C[C@H]4[C@@H]5CC[C@H]6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2c2ccccc2)cc1,5915.62,5.2279997314303115,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB55B0>,498.7110000000003,7.242200000000008,1,4
CHEMBL2163639,O=C1CCc2cc(C(C3CC3)n3ccnc3)cc3c2N1CC3,228.0,6.642065152999546,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5620>,293.37000000000006,2.7178000000000013,0,2
CHEMBL220886,Cc1ccc(C)c(COc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)c1,370.0,6.431798275933005,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5690>,350.3960000000001,3.162140000000001,1,5
CHEMBL1939552,Nc1ccc(-c2nsc(-c3ccc(N)cc3)n2)cc1,70.4,7.152427340857888,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5700>,268.345,3.0365,2,5
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,36.2,7.441291429466834,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5770>,285.31,2.65916,0,4
CHEMBL478647,CC(C)(C)c1ccc(CN(Cc2cccc3ccccc23)n2ccnc2)cc1,4590.0,5.338187314462739,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB57E0>,369.51200000000006,5.672200000000006,0,2
CHEMBL493182,COc1c(OC)c(OC)c2c(C)cc(=O)[nH]c2c1OC,5680.0,5.245651664288981,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5850>,279.292,1.8709199999999997,1,5
CHEMBL490867,COc1ccc(OC)c2c1c(C)cc(=O)n2C,960.0,6.017728766960431,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB58C0>,233.26699999999997,1.8641199999999998,0,3
CHEMBL455593,COc1c(OC)c(OC)c2c(c(C)cc(=O)n2C)c1OC,760.0,6.119186407719209,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5930>,293.319,1.8813199999999999,0,5
CHEMBL449065,COc1cc(OC)c2c(c(C)cc(=O)n2C)c1OC,100.0,7.0,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB59A0>,263.293,1.87272,0,4
CHEMBL582837,CC1C(O)CC23COC(=O)C2=CCCC3C1(C)CCC1=CC(=O)OC1,126000.0,3.899629454882437,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5A10>,346.4230000000001,2.5364000000000004,1,5
CHEMBL38472,CCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,200.0,6.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5A80>,302.41800000000006,3.5066000000000015,1,3
CHEMBL3349940,C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccc(Br)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,47.34,7.324771746406936,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5AF0>,473.4760000000003,6.620700000000006,0,3
CHEMBL177268,C(=C1\CCc2cc(OCc3ccccc3)ccc21)\c1cccnc1,36000.0,4.443697499232712,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5B60>,313.40000000000003,5.147400000000005,0,2
CHEMBL176287,Clc1cccc2c1CC/C2=C\c1cccnc1,130.0,6.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5BD0>,241.721,4.2218000000000035,0,1
CHEMBL479551,N#Cc1ccc(C(c2ccc(OS(N)(=O)=O)c(Cl)c2)n2cncn2)cc1,12.0,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5C40>,389.824,2.0231799999999995,1,6
CHEMBL517070,COc1cc(C(c2ccc(OS(N)(=O)=O)c(OC)c2)n2cncn2)ccc1OS(N)(=O)=O,33.0,7.481486060122112,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5CB0>,485.5000000000001,0.09760000000000113,2,10
CHEMBL468419,Cl.N#Cc1ccc(C2CCCc3cncn32)cc1,87.0,7.060480747381382,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5D20>,259.73999999999995,3.1022800000000013,0,2
CHEMBL2051951,CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O,1.9,8.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5D90>,232.28299999999996,1.3532,2,3
CHEMBL63247,c1ccc(C(C2Cc3ccccc3O2)n2cncn2)cc1,85.7,7.0670191780768015,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5E00>,277.327,2.871200000000001,0,3
CHEMBL132530,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,88.0,7.055517327849832,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5E70>,302.41400000000004,3.973100000000003,1,3
CHEMBL156731,CC(=O)OC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O,68.0,7.167491087293763,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5EE0>,344.45100000000014,3.9782000000000037,0,4
CHEMBL307643,CC12CCC3C(C[C@H](O)C4=CCCCC43C)C1CCC2=O,0.19,9.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5F50>,288.431,3.8792000000000035,1,2
CHEMBL335050,COc1ccc(C(c2ccc(C)cc2)n2ccnc2)cc1,10.5,7.978810700930062,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB5FC0>,278.355,3.8378200000000025,0,2
CHEMBL337424,Clc1ccc(C(c2ccc(Cl)cc2)n2cccn2)cc1,2000.0,5.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6030>,303.192,4.827600000000003,0,1
CHEMBL3754366,CCCCCCCC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,2.8,8.55284196865778,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB60A0>,398.63100000000026,7.064100000000008,0,2
CHEMBL3752280,C[C@]12CCCC=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1700.0,5.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6110>,286.415,4.087400000000003,0,2
CHEMBL3754516,C[C@]12CC[C@H](OC=O)C=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,16000.0,4.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6180>,330.4240000000001,3.238900000000002,0,4
CHEMBL3752280,C[C@]12CCCC=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,610.0,6.214670164989233,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB61F0>,286.415,4.087400000000003,0,2
CHEMBL3753447,C[C@]12C=CC(=O)C=C1C[C@@H](CCCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,7.0,8.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6260>,402.57800000000026,6.112400000000006,0,2
CHEMBL3753373,C[C@]12C=CC(=O)C=C1C[C@@H](CCCc1ccc([N+](=O)[O-])cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,7.0,8.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB62D0>,447.5750000000003,6.020600000000006,0,4
CHEMBL3752288,C[C@]12C=CC(=O)C(Sc3ccccc3)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,9.8,8.008773924307505,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6340>,392.56400000000025,5.983400000000005,0,3
CHEMBL3623214,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@@H](n3ccnc3)C[C@@H]12,168.0,6.774690718274137,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB63B0>,350.46200000000005,3.911100000000003,0,3
CHEMBL3753593,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@@H]3CO3)[C@@H]1CCC2=O,1.0,9.0,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6420>,314.42500000000007,3.466300000000002,0,3
CHEMBL3349941,C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccc(I)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,45.0,7.346787486224656,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6490>,520.4760000000003,6.462800000000006,0,3
CHEMBL3754519,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@@H]3CN3)[C@@H]1CC[C@@H]2O,3.4,8.468521082957745,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6500>,315.45700000000005,2.8311000000000015,2,3
CHEMBL3752403,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@H]3CN3)[C@@H]1CC[C@@H]2O,3.4,8.468521082957745,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6570>,315.45700000000005,2.8311000000000015,2,3
CHEMBL3752777,CC(=O)[C@@]1(C)CC[C@H]2[C@@H](CCC3=CC(=O)CC[C@@]32C)C1CC#N,46.5,7.3325470471100465,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB65E0>,313.44100000000003,4.227180000000004,0,3
CHEMBL70367,CC12CCC3C(C(=O)C=C4CCCCC43C)C1CCC2=O,250.0,6.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6650>,286.41499999999996,4.087400000000003,0,2
CHEMBL70367,CC12CCC3C(C(=O)C=C4CCCCC43C)C1CCC2=O,150.0,6.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB66C0>,286.41499999999996,4.087400000000003,0,2
CHEMBL71169,CC12CCC3C(C(=O)C=C4CCCCC43C=O)C1CCC2=O,0.143,9.844663962534938,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6730>,300.398,3.2664000000000017,0,3
CHEMBL1630911,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43CO)[C@@H]1CCC2=O,1000.0,6.0,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB67A0>,288.431,3.8808000000000025,1,2
CHEMBL424162,C#CCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,1000.0,6.0,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6810>,368.5420000000002,4.744100000000005,0,3
CHEMBL284238,C[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,720.0,6.142667503568732,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6880>,300.442,4.333400000000004,0,2
CHEMBL284238,C[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,11.0,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB68F0>,300.442,4.333400000000004,0,2
CHEMBL24580,CC12CCC3C(C[C@H](c4ccccc4)C4=CC(=O)CCC43C)C1CCC2=O,21.0,7.6777807052660805,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6960>,362.5130000000002,5.481100000000005,0,2
CHEMBL351226,CSC(C[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12)SC,18.0,7.7447274948966935,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB69D0>,390.6140000000002,5.4298000000000055,0,4
CHEMBL25473,CC(C)[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,1400.0,5.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6A40>,328.4960000000001,4.969500000000005,0,2
CHEMBL323585,CC(C)CCOC(=O)Cc1ccncc1,11800.0,4.928117992693875,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6AB0>,207.273,2.2134,0,3
CHEMBL421018,CC1(C)C[C@@]2(C)C(=CC1=O)CCC1C2CC[C@]2(C)C(=O)CCC12,2.3,8.638272163982407,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6B20>,314.46900000000005,4.723500000000005,0,2
CHEMBL3401429,COc1ccc2c(c1)OC(c1ccc(O)c(O)c1)CC2=O,2500.35,5.601999194356185,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6B90>,286.2830000000001,2.8129000000000017,2,5
CHEMBL361653,COc1ccc(-c2c(SCc3ccncc3)oc3cc(OC)ccc3c2=O)cc1,3097.42,5.508999901741964,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6C00>,405.4750000000002,5.164500000000004,0,6
CHEMBL5421164,COc1ccc2c(Cn3cnnc3)cc(=O)oc2c1,3630.78,5.44000006551306,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6C70>,257.249,1.4414,0,5
CHEMBL375497,COc1ccc2c(OCCn3ccnc3)cc(=O)oc2c1,100000.0,4.0,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6CE0>,286.28700000000003,2.0770999999999997,0,5
CHEMBL224649,O=c1ccc2ccc(Cn3ccnc3)cc2o1,676.08,6.170001911302621,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6D50>,226.235,2.0378,0,3
CHEMBL53290,C1=C(CCCn2ccnc2)c2cccnc2CC1,219.79,6.657992070982661,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6DC0>,239.322,3.0881000000000016,0,2
CHEMBL57513,C(\Cn1ccnc1)=C1\CCCc2sccc21,680.77,6.16699959088106,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6E30>,230.33599999999998,3.3645000000000023,0,2
CHEMBL5403749,c1cc2cc(Cn3ccnc3)ccc2cn1,1380.38,5.860001341725206,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6EA0>,209.252,2.4796000000000005,0,2
CHEMBL4206988,COc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1OC,680.77,6.16699959088106,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6F10>,285.29900000000004,3.7824000000000035,0,4
CHEMBL5397257,Fc1ccc(C(c2cc3ccccc3o2)n2cnnn2)cc1,2167.7,5.664000822391869,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6F80>,294.28900000000004,3.1961000000000013,0,4
CHEMBL351271,c1ccc2cc(Cn3ccnc3)ccc2c1,970.51,6.012999985342652,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB6FF0>,208.264,3.084600000000001,0,1
CHEMBL3623232,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2F)n2ccnc2)cc1,0.2,9.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7060>,387.396,1.94608,1,6
CHEMBL31224,N#Cc1ccc2c(c1)CCC=C2n1ccnc1,2.897,8.538051504796238,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB70D0>,221.263,2.59018,0,2
CHEMBL5438618,C1=NC=NC1CCCc1ccccc1,34994.52,4.455999959081013,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7140>,186.258,2.4906000000000006,0,2
CHEMBL5419141,C1=NC=NC1CCCCc1ccccc1,11994.99,4.9210001097592295,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB71B0>,200.28500000000003,2.880700000000002,0,2
CHEMBL5438879,N#Cc1ccccc1-c1cccc(Cn2cncn2)c1,7.015,8.153972324635621,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7220>,260.29999999999995,2.8650800000000007,0,3
CHEMBL135633,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccncn1,368977598.57,0.4330000000001769,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7290>,331.20200000000006,4.067600000000002,1,3
CHEMBL72538,CCCCCCCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,50.0,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7300>,384.64800000000025,7.885100000000008,0,1
CHEMBL5563219,O=C(COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCOc1ccc(N(CC(F)(F)F)S(=O)(=O)C2CC3OC2C(c2ccc(-n4ccnc4)cc2)=C3c2ccc(O)cc2)cc1,100000.0,4.0,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7370>,954.9370000000002,4.792400000000005,3,12
CHEMBL5396802,COc1ccc(N(CC(F)(F)F)S(=O)(=O)C2CC3OC2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,100000.0,4.0,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB73E0>,547.5510000000003,4.955600000000006,2,6
CHEMBL194641,C[C@]12CCC3C(CC[C@H]4C=CCC[C@]34C)C1CCC2=O,95.9,7.018181392829336,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7450>,272.43199999999996,4.764300000000004,0,1
CHEMBL1629802,C[C@]12CC[C@H]3O[C@H]3[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,38.0,7.42021640338319,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB74C0>,288.43100000000004,3.975500000000004,0,2
CHEMBL3138084,C[C@]12CC[C@H](O)[C@@H](O)[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,10.1,7.995678626217358,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7530>,306.446,2.9299000000000017,2,3
CHEMBL132530,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,99.1,7.003926345514724,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB75A0>,302.41400000000004,3.973100000000003,1,3
CHEMBL372762,C[C@]12CCC3C(CC[C@H]4C(O)(C#N)[C@H](O)CC[C@]34C)C1CCC(=O)O2,17.6,7.7544873321858505,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7610>,347.45500000000015,2.550180000000001,2,5
CHEMBL83835,CC12CCC3C(CCC4=CCCCC43C(F)F)C1CCC2=O,443.0,6.3535962737769305,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7680>,308.4120000000001,5.153600000000004,0,1
CHEMBL1688894,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(OC(F)(F)F)c3)cc2o1,207.0,6.684029654543083,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB76F0>,416.3550000000001,4.515400000000003,0,5
CHEMBL3359964,O=C(Cn1ccnc1)c1ccc(OCc2ccc(OC(F)(F)F)cc2)cc1,8299.0,5.08097423541264,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7760>,376.33399999999995,4.243600000000003,0,4
CHEMBL1688901,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(F)c(F)c3)cc2o1,165.0,6.782516055786093,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB77D0>,368.33900000000006,3.895000000000003,0,4
CHEMBL3622063,N#Cc1ccc(N(Cc2ccc3c(Cl)c(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1,2.1,8.67778070526608,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7840>,454.8990000000001,3.008580000000001,1,7
CHEMBL518761,N#Cc1ccc(C(c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,3.0,8.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB78B0>,434.275,2.1322799999999997,1,6
CHEMBL108425,N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1,0.12,9.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7920>,354.211,3.3821800000000017,0,4
CHEMBL3349655,C[C@]12CCC(=O)C=C1C[C@H](CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,40.0,7.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7990>,390.5670000000003,5.946300000000006,0,2
CHEMBL3349655,C[C@]12CCC(=O)C=C1C[C@H](CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1.0,9.0,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7A00>,390.5670000000003,5.946300000000006,0,2
CHEMBL41033,C[C@]12CCC(=O)C(S)=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,3800.0,5.42021640338319,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7A70>,316.46600000000007,4.265000000000003,1,3
CHEMBL3754779,CC(=O)O[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCCC=C12,190.11,6.720995038155098,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7AE0>,330.46800000000013,4.450000000000004,0,3
CHEMBL3752674,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](Br)C[C@@H]12,4102.04,5.387000109034796,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7B50>,351.32800000000003,5.281800000000005,0,1
CHEMBL5288111,CC(=O)OC1CC[C@H]2[C@@H]3CCC4=CCCC[C@]4(CO)[C@H]3CC[C@]12C,100000.0,4.0,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7BC0>,332.48400000000004,4.243400000000004,1,3
CHEMBL281947,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,780.0,6.107905397309519,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7C30>,298.38599999999997,2.475600000000001,1,3
CHEMBL304515,CC12CCC3C(CCC4=C(O)C(=O)CCC43C)C1CCCC2=O,0.00041,12.387216143280265,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7CA0>,316.44100000000014,4.3632000000000035,1,3
CHEMBL166635,CC12C=CC(=O)C(O)=C1C=CC1C2CCC2(C)C(=O)CCC12,51.0,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7D10>,298.38200000000006,3.525100000000003,1,3
CHEMBL3349932,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43N)[C@@H]1CCC2=O,19.2,7.716698771296451,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7D80>,287.403,2.778600000000001,1,3
CHEMBL3818343,N#Cc1ccc(C(Cc2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,0.9,9.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7DF0>,448.302,2.3266800000000005,1,6
CHEMBL296617,C[C@]12CCC3C(CCC4=CC(=O)[C@H]5C[C@H](O)[C@]43C5)C1CCC2=O,926.0,6.033389013318065,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7E60>,314.4250000000001,3.058200000000001,1,3
CHEMBL4211193,CC1(C)CC(=O)c2c(noc2Cc2ccc(C(N)=O)cc2)C1,19952.62,4.70000006855703,<rdkit.Chem.rdchem.Mol object at 0x000002235CDB7ED0>,298.34200000000004,2.519400000000001,1,4
